Aptitude_Score,Logical_Score,Technical_Score,Aptitude_Time,Logical_Time,Technical_Time,Overall_Placement_Prob
37.454011884736246,37.36408184666985,72.99983109899703,41.907228418608696,24.945602060220825,52.36182888482099,0.5393076906550469
95.07143064099162,33.291209623140325,18.451199559871156,32.96462267670965,14.740888758102901,34.72585218596852,0.5041151900215135
73.1993941811405,17.615391250286006,34.663969436988616,58.22492624319704,16.3179612486108,19.77328053160929,0.45627072915490896
59.86584841970366,60.726667010148795,66.32806368578183,20.948922549211908,19.033556409046092,46.83208933050463,65.36212697571523
15.601864044243651,47.66241605086289,48.20893445244799,39.39282079994703,20.182666718247418,30.933906784164787,0.3968913154091807
15.599452033620265,86.57009923240037,73.85710386348939,45.01050074951113,22.113090460527204,39.731374172624854,0.5964794194624234
5.8083612168199465,3.2109580482058253,96.12079012228597,51.278224467269084,22.773001448174718,15.363264508696941,0.45305453290162245
86.61761457749351,64.38679275551263,11.654668771519749,30.348551521400353,32.7858172743768,41.57919947579961,0.5191663813974321
60.11150117432088,76.29488785115612,70.95677163980609,44.346095382874076,35.478659541302065,28.677524447256218,70.66225833271986
70.80725777960456,75.94865691883071,23.034415563211454,25.160073569214138,25.4439604063178,26.709487485924722,0.5503965882254017
2.0584494295802447,88.60739670955252,41.44767274075692,31.773804618091013,55.36482099603641,58.99577893889006,0.41048573613868666
96.99098521619943,72.9033742829494,3.2862725795139824,54.78135656016996,37.65698616694773,31.621532138012363,0.5347934458245881
83.24426408004217,92.78100616476964,13.590738229269894,57.495380466547715,49.373846401670335,43.90191890578671,0.5741805978079101
21.233911067827616,33.26565998208915,31.977728904889968,45.940867346363234,56.21189162104217,41.38637677869205,0.2973124084666627
18.182496720710063,50.32094167515431,34.198580528798495,28.71759453880925,18.15675572879026,15.215177544257882,0.36165767106806374
18.34045098534338,1.4079663282890675,89.95852164620958,51.002889498733204,31.393724185781725,47.396376853215806,0.4534283174817043
30.42422429595377,0.6957587303291213,74.18129092665151,11.293354086271009,31.66052008573044,26.157960171678827,0.4430444582445832
52.475643163223786,24.012662045151988,97.2182968187041,15.137295526971053,27.72361252191771,49.94697745983675,0.6642467342046916
43.194501864211574,10.080719713908525,59.90715103352405,43.06868681876806,10.445293327581997,40.38203913076912,0.44271437389484924
29.122914019804192,26.021136793575362,24.171373209131797,24.562428763502872,50.798605388904754,25.854574497674477,0.2847278302407565
61.18528947223795,17.70432945283974,32.765502992164286,57.56931092002389,15.577966077695141,27.814648016553548,0.4066897385029457
13.949386065204184,2.852002483864824,31.983592329196707,31.803030604615238,59.774029896087946,46.57536848331803,0.19851725308087861
29.214464853521815,90.93041464060494,32.64943276632516,31.46824101945885,48.64792459555908,37.50296575614409,0.47807490836983935
36.63618432936917,0.8223131388891525,67.29641731118157,43.90397550954656,39.000500880325724,43.41755203356576,0.41948868373519943
45.606998421703594,73.60821443370854,53.08079280904162,48.37842811530948,17.730320887079873,17.915916053759414,58.38736494564709
78.51759613930136,15.214788691951654,38.54241780866443,33.777936906256826,35.76964856966235,49.34883361142093,0.47732891665050214
19.967378215835975,91.22296219996,14.90897687287166,20.700045085586208,23.055437042890446,26.019565945751737,0.38735411205792175
51.42344384136116,89.27959395898858,2.2139162942145907,48.66543213628108,22.616126227153472,40.99306335788367,0.4226477206719811
59.24145688620425,65.39011463692573,21.88346775876926,26.01756374368138,51.47646246912427,15.733991262100435,0.4762312536870599
4.645041271999773,67.22341498006051,10.747140396868126,18.75553846469288,29.032221197971733,26.07101205784835,0.25780543453251414
60.75448519014384,0.5339141969688543,78.54450308522394,41.58200949625066,32.536190169540205,42.44336465333209,0.5487402866704671
17.052412368729154,98.4871566113602,11.249795781388539,14.52268334951752,52.148236889005915,23.71030661451253,0.37482751883188437
6.505159298527952,87.78326035758144,72.42282373068362,58.56763375430275,14.389531285942127,54.01560983749086,0.5576335655230796
94.88855372533332,89.5106225730092,38.56586897760826,41.619863220606845,39.73089265455248,43.06141997217102,0.7162039185216323
96.56320330745594,65.92445370508719,7.337838974377597,59.29477604608779,38.91078406865189,53.51391966483978,0.5251185077420389
80.83973481164611,34.47869286545365,81.27300494315858,26.944671173931802,31.260728463333763,29.769535112556035,0.7198625535906649
30.46137691733707,89.36486490904808,57.963057023661335,58.560258059519896,51.48873207120465,11.69925713123375,0.5826438653562331
9.767211400638388,29.151692815119233,23.576151286357305,17.27811238643118,57.14450306678463,38.80699816775514,0.2222178966161451
68.42330265121569,56.271154334220284,89.4681174332668,12.034738617351422,33.26679309568054,26.959675136268615,77.14668265200757
44.01524937396013,9.97309723438824,4.525831387055145,11.649203022730127,32.80735254991998,32.40941879611766,0.21915621223168755
12.203823484477883,92.19556301327502,20.18196081977629,33.24351852996135,35.103186483537236,44.05551069613744,0.37403698486672726
49.51769101112702,14.077045777121333,75.2046927805861,14.15020987392974,46.156201541653076,45.03323335354359,0.5343434586298004
3.4388521115218396,22.489680573040726,70.93779303098891,35.60839420838009,43.40301453494811,11.37782074329077,0.38815306013162315
90.9320402078782,55.813415812821496,28.927169372447803,26.375025175445025,21.141747460344355,48.46513364198068,0.5865085719774664
25.87799816000169,76.40930002129815,6.202487535278312,26.78144962370578,13.194767429967165,34.67594574780395,0.33239023009427815
66.2522284353982,61.93513059362989,85.80780722249438,41.780449827258494,57.462706490839466,37.8349386662275,74.51338694223716
31.171107608941096,23.213391280015617,31.369763806990257,18.15490030758101,23.053487986685212,24.899709259492628,0.3242811589940357
52.00680211778108,0.09430425274903342,19.571341492826523,48.32766851698655,41.92983423452959,31.04168930002905,0.27144480389693526
54.67102793432797,75.71505803074392,51.60618223609771,39.10154598893173,51.42190013718612,45.518756698966584,59.876066339028114
18.485445552552704,98.52073259110938,91.02271992824473,55.74723144237554,25.013837527359314,48.83569014721292,0.7011822165992612
96.95846277645586,80.99131203060904,4.354657784337535,28.24203268837617,41.771670682846434,29.355309058398902,0.5662150599801091
77.51328233611146,46.02066181566153,76.58040880308877,59.135749603356274,15.395012057461246,44.55587663256651,70.94346772575663
93.9498941564189,90.37672613991066,57.24732279387089,38.79138233570116,58.49657221878304,22.902175084421902,79.42524937237167
89.48273504276489,40.984767311835,42.54491165518169,58.67009780937669,12.907913752531293,51.60113325887576,59.37917378685099
59.78999788110851,52.493408424346754,74.40804441050601,11.353032702355767,31.908733692048816,40.49071194536826,66.73024550584
92.18742350231169,47.712976739568326,96.58244244416323,46.3988161206194,36.84096210300116,48.75932580334475,84.23342792553719
8.84925020519195,44.762387266552494,22.920621116269103,50.831076214636816,49.5240889331682,33.85774261589237,0.24962469356711528
19.59828624191452,77.51907692939058,14.364736507211962,12.65866433382438,16.05642585362106,21.455464249097766,0.355042116788646
4.522728891053807,52.676890726949196,91.2881745222697,38.94848320081229,32.04039869275883,31.461555665682198,0.5486769287527724
32.53303307632643,31.671712202521608,66.89530774573036,50.09711467947242,24.985578477172616,29.07426972391604,0.48742068334555727
38.8677289689482,25.81581676584783,43.798602156196594,38.05193626115364,25.600535784667002,26.635827172007957,0.401512731012536
27.134903177389592,3.7747316967433386,57.32595702642831,13.190679520273331,48.93939580326254,20.608687387073918,0.36576167113477226
82.87375091519293,58.3195161883046,74.5613905176244,44.67236204491557,10.273047251591658,47.95835709399031,75.41327077919236
35.67533266935893,22.99614154010342,77.30318987057171,13.029845733665432,47.45418206679831,14.317583066028025,0.5277265286348117
28.093450968738075,14.813392201638308,91.98941808189646,50.873444750821925,50.51992150615531,54.378046494291695,0.5206977221991054
54.26960831582485,65.38299638276777,42.684278889562265,12.151709165334719,55.06811219210345,18.751236144887677,54.832649807664325
